,Ticker,DotCOM %,Housing %,Combined %,Difference
158,EFX,100.64838232529027,96.66783669283325,98.65810950906176,0.040346867097543655
380,NXR,102.36479161463139,96.83764175960809,99.60121668711975,0.0554927945547683
428,QCRH,104.77267726508333,97.57435629645764,101.17351678077048,0.0711482727661182
93,CCNE,104.84082078742756,97.52495728770307,101.18288903756532,0.07230336640228159
317,MATX,106.03653291276316,98.08867186277897,102.06260238777107,0.07787241226504817
16,ALG,105.58955119529952,97.46666244725098,101.52810682127526,0.0800063056661506
556,VBF,108.81591635791506,98.56299510278448,103.68945573034978,0.09888104034217199
294,KRC,113.61696569246034,99.65702381457447,106.6369947535174,0.13091087113016567
272,ITW,103.73147325610859,90.89415082364664,97.31281203987761,0.1319181119460546
339,MMU,111.99380927500198,97.04132414986151,104.51756671243174,0.14306193298855244
598,FUSB,103.51828175392059,87.45466658496373,95.48647416944216,0.16822922103555457
362,NNY,111.73750406320391,92.15813109093334,101.94781757706863,0.1920528897783351
213,GIFI,113.82324357556683,93.40675935310956,103.6150014643382,0.19704177902737505
424,PTVCB,108.1936740493641,88.54663519296591,98.370154621165,0.19972560714234158
370,NUV,113.50613072563209,91.56934269805957,102.53773671184584,0.21393867985617665
135,CZNC,115.6240845261907,93.24726406484695,104.43567429551882,0.21426414500877033
346,MSEX,115.36044226693446,92.54273975414952,103.95159101054199,0.21950315806586293
33,ARTNA,100.11894163569875,80.29334140042506,90.20614151806191,0.2197810470732086
251,HUBB,114.05703369492184,90.13360870003217,102.095321197477,0.2343244011017507
312,MAA,107.7195670970803,83.41101690504298,95.56529200106164,0.25436588622328776
536,UBCP,119.54280905574328,91.95383795286061,105.74832350430194,0.26089275166391007
463,SBUX,116.49233847148301,89.55488885692877,103.0236136642059,0.26146869301589326
511,SXT,113.5296363460316,86.84892993411937,100.18928314007547,0.2663029974434462
633,SFST,125.0053678839578,95.56801488292777,110.28669138344279,0.2669166390954895
434,RCS,129.64149532125077,99.0964141910839,114.36895475616734,0.2670749347608227
24,ANF,119.78002318796241,89.48928000505288,104.63465159650764,0.28949055327977546
569,WASH,128.3004017042754,95.31951893634402,111.80996032030971,0.29497267214341877
58,BIG,127.89809424056564,94.3597069841798,111.12890061237272,0.301797165917898
533,TVC,114.55986855686464,84.45259500253212,99.50623177969838,0.30256671382138617
337,MMM,128.21432943623083,93.29611887057877,110.7552241534048,0.3152737113085299
565,VTRS,128.04367388640475,93.12332526979228,110.58349957809851,0.3157826325793779
125,CSWC,102.38778553830616,74.25475364817198,88.32126959323907,0.3185306554095067
329,MGF,113.49816485252721,82.25224434794882,97.87520460023802,0.3192424540229508
413,PNR,108.15557073370702,78.05139726545637,93.1034839995817,0.3233409983710803
369,NUS,127.26036695824341,91.82543263266693,109.54289979545517,0.32347997352400415
489,SPXC,127.44131426905783,91.78843606664282,109.61487516785033,0.32525583911691464
608,FCCY,132.39137111147582,95.34940035213782,113.87038573180682,0.325299422859435
8,AFG,112.48550828574635,80.73589565834392,96.61070197204513,0.3286345299156336
78,BXS,121.41043101682389,87.02697534547411,104.21870318114901,0.32991636454721335
527,TRMK,129.29749982668977,92.65766393163956,110.97758187916466,0.3301552914979229
217,GIM,116.05678087300353,82.77991266536324,99.41834676918339,0.33471556597997154
510,SWX,113.91930191596886,80.61678466123787,97.26804328860337,0.34237881352171656
3,ABM,125.65677432572593,88.61279893590691,107.13478663081642,0.3457698153399191
558,VGR,101.84515157950187,71.70666409727426,86.77590783838806,0.3473139980091906
35,ATAX,131.07497596128442,91.61967118476153,111.34732357302298,0.3543444378404624
373,NVS,116.67071555546518,81.4053984830952,99.03805701928019,0.3560784423053122
237,HMC,110.53128375284784,76.77587715866355,93.6535804557557,0.3604283619474772
62,BKR,110.64973486188485,76.84018161237609,93.74495823713048,0.3606546302360769
124,CSL,121.00353836467326,83.14929764748562,102.07641800607945,0.3708421735070398
618,TVE,120.06773473502564,82.23651238044349,101.15212355773457,0.3740032440642656
174,ETN,107.61058707569006,73.13579584376113,90.3731914597256,0.38147143721589677
411,PKE,127.43289078489401,86.27046709236514,106.85167893862958,0.3852295453042958
498,STBA,123.26931737532414,82.59683868091267,102.9330780281184,0.39513516425983974
170,ESBK,143.3226278861504,95.06167418837197,119.19215103726118,0.4049004341124053
499,STC,136.24789460017575,89.51760276397621,112.88274868207598,0.4139719521519729
169,ERIE,137.43522541457935,89.88171276903607,113.65846909180772,0.41838952280038094
502,STKL,146.2150259075317,95.60782090990047,120.91142340871608,0.4185477564560962
73,BSRR,127.1183118342882,82.95281671026883,105.03556427227852,0.42048134296238304
119,CPK,100.7612467623767,65.66815690905415,83.21470183571543,0.42171742587751165
10,AHPI,129.16833151901264,84.07360908203722,106.62097030052493,0.42294421359953993
162,ELSE,143.14173889988982,91.72883316063691,117.43528603026337,0.43779776485581745
188,FDX,121.44160770679977,77.42965516149519,99.43563143414748,0.44261751960062784
102,CHN,111.34566675688585,70.5494567555938,90.94756175623982,0.4485684851083219
77,BXP,120.55793391086476,76.11780648976601,98.3378702003154,0.45191264901887435
156,ED,126.55954025932354,79.87208135278418,103.21581080605387,0.45232855840532743
406,PEP,108.55705679360857,68.09093228866047,88.32399454113451,0.45815550706441494
589,WTS,115.74560790587778,72.52372523282364,94.13466656935071,0.4591494743460083
42,AVB,122.80957990077981,76.93406965656774,99.87182477867378,0.45934386746088707
507,SWK,130.43695781621634,81.32112794730195,105.87904288175915,0.46388622839899196
342,MPAA,104.70638218569559,64.52689040904544,84.61663629737052,0.47484151503548644
152,EAT,158.13841782990954,97.20798576224922,127.67320179607938,0.4772374406727801
297,LANC,132.6509403323955,81.51883043650082,107.08488538444816,0.47749138183529816
494,SSB,128.27364786032763,78.48070112909876,103.37717449471319,0.48166287166008126
473,SHOO,101.24593689139891,61.75509445960009,81.5005156754995,0.48454714800866555
580,WPC,139.20740710961076,84.04244161168279,111.62492436064677,0.4941993538978496
449,RPM,138.05059868108074,83.2723127452699,110.66145571317531,0.49500781986630743
37,ATO,121.13896507459563,72.84489832675828,96.99193170067696,0.49791839280895855
202,FRAF,145.30165636538607,87.20648536970377,116.25407086754493,0.4997259069050023
91,CCBG,164.98561059140184,98.87064432447178,131.9281274579368,0.501143823844614
429,R,121.2852831594164,72.58330943996063,96.93429629968851,0.5024225230756874
209,GFF,148.82213276204322,88.65834519948902,118.74023898076612,0.506684070025324
353,NDSN,116.15266058746809,69.08868395255904,92.62067227001356,0.5081368498136702
340,MNR,138.13070581087658,81.96400031019296,110.04735306053476,0.5103867011666103
70,BRC,116.50069367796958,69.06286653625048,92.78178010711002,0.5112838650751848
594,Y,100.23598210476878,59.33359404958223,79.7847880771755,0.5126589797496465
606,EMCF,120.61976858932273,71.2067526387906,95.91326061405667,0.5151844034305549
520,TGI,110.72769816190721,65.24449373018898,87.9860959460481,0.5169362720628943
182,FBNC,144.80397935326837,85.0470267341358,114.9255030437021,0.5199625064630705
590,WVFC,129.9984798039538,76.16593806750791,103.08220893573086,0.52222922163037
94,CEA,123.53241791220435,72.0278733484692,97.78014563033678,0.5267382680984227
629,CIR,111.24368781558167,64.64817293122213,87.9459303734019,0.529820023354392
435,RDI,138.14483618944237,79.93820897706382,109.0415225832531,0.533802406949498
562,VNO,126.35753749555106,73.07075534176093,99.71414641865599,0.5343954099557979
459,SAL,135.6188001600937,78.32439673004971,106.97159844507172,0.5356038823656898
386,OFIX,162.64619675828013,93.8417211467588,128.24395895251945,0.536512410982222
54,BCO,123.1823139351167,70.63437570037023,96.90834481774345,0.5422436874097265
508,SWM,144.84025561251613,82.15250945279237,113.49638253265425,0.5523325480588578
289,KMT,127.99018576253107,72.52093493014219,100.25556034633664,0.5532785477510499
529,TRV,116.99030007518785,66.18450662439227,91.58740334979007,0.5547246847555923
228,HE,140.34491665154997,79.09658459189552,109.72075062172274,0.5582201334988713
159,EGP,124.80231934196195,70.3331731028304,97.56774622239618,0.5582700056940377
308,LSI,152.191838647487,84.87754682999574,118.53469273874137,0.5678868377029214
282,JNJ,131.59667797730705,72.62033697842523,102.10850747786614,0.5775849873397279
254,HWKN,102.8539947515575,56.58172085153325,79.71785780154536,0.5804505436563203
220,GPC,134.8448481529693,74.07711232610251,104.4609802395359,0.5817266474766211
247,HSC,104.4361744702265,57.307973190061645,80.87207383014407,0.5827500031611456
453,RTX,108.06210608400339,58.62435285761166,83.34322947080753,0.5931825961184789
465,SCL,120.86400487293949,65.41581324453205,93.13990905873577,0.5953215135033123
617,ORRF,116.30462932791374,62.6714483251666,89.48803882654018,0.5993335165910545
99,CHDN,140.2387730524113,75.50507719538656,107.87192512389893,0.6000977157186475
157,EDUC,184.06933586888067,98.96996279242819,141.51964933065443,0.6013254942260459
427,PZZA,113.45898157584213,60.936938587732946,87.19796008178754,0.602331097411522
570,WBK,120.20773810223355,64.29862138057588,92.25317974140472,0.6060399964356432
190,FELE,131.02227732822695,69.99657267740663,100.50942500281678,0.6071640012775923
140,DE,112.48515656661388,60.011622759810294,86.2483896632121,0.6084001569386444
546,UMPQ,181.61603400218254,96.80140919405295,139.20872159811773,0.6092622921499222
479,SJT,112.97914906978848,59.982011579340856,86.48058032456467,0.6128212517948827
4,ABT,112.51167563372455,59.71340686337609,86.11254124855031,0.6131310028112462
327,MFA,170.45678493060274,90.17853456187528,130.317659746239,0.6160197361205629
634,GLBZ,143.66292091873433,75.79237568978193,109.72764830425814,0.6185364060729495
161,ELS,131.70437113209653,69.32930531655823,100.51683822432739,0.6205434523948455
298,LARK,141.55535103018227,74.43812019397994,107.9967356120811,0.6214746256524278
277,JBSS,142.77288282568404,74.63557961061514,108.70423121814959,0.6268137169226627
640,PKG,160.99303042680683,84.154213224872,122.57362182583941,0.6268788998591591
515,TAP,122.56836528007275,63.9176345539915,93.24299991703212,0.6290094782264496
246,HRL,115.28115628566525,60.102143710734104,87.69164999819968,0.6292390732306209
572,WDFC,143.92842473704536,74.80431560233998,109.36637016969267,0.6320417238631265
19,AMG,120.31382833574864,62.218694216338164,91.2662612760434,0.6365455679585282
492,SRDX,168.7732395324032,87.04794973227176,127.91059463233748,0.6389251026081167
292,KOF,109.35298936265718,56.15473930340434,82.75386433303076,0.6428491344544867
48,B,133.77952193449397,68.41496892314882,101.0972454288214,0.6465512757948065
315,MAT,174.4774058083577,89.0720624370515,131.77473412270461,0.6481162260724378
352,NBTB,125.77012121376174,64.11474704875525,94.9424341312585,0.6493974451904989
112,CNOB,152.1726688403034,77.5260414743725,114.84935515733795,0.6499525161779854
624,UNB,130.01403303861053,66.10668603543415,98.06035953702235,0.6517143859649871
630,CIZN,122.39458580608814,61.957696173220114,92.17614098965413,0.6556673883716989
229,HELE,144.10357407536284,72.73677836016434,108.42017621776358,0.6582427570663343
457,RYN,106.06540488921871,53.530795432836264,79.79810016102749,0.6583441128344026
219,GL,161.53679023456615,81.26452133175438,121.40065578316026,0.6612177536025016
568,WAFD,168.62543033747548,84.5900442928052,126.60773731514034,0.6637460539674374
412,PLCE,134.96065992714153,67.61998521096208,101.29032256905181,0.6648283173377383
206,GCO,139.05049238930238,69.6311144775853,104.34080343344384,0.6653138142260694
364,NRIM,150.67522572463665,74.2521153292105,112.46367052692358,0.6795359784840973
51,BAX,107.58730852255425,52.81994257251467,80.20362554753446,0.6828539928981202
64,BMO,141.8565343052034,69.4381682013332,105.64735125326831,0.6854726147394052
284,KAMN,119.01642710731836,58.22287099492179,88.61964905112008,0.6860053810112464
265,INGR,114.00043828622827,55.570805713448316,84.7856219998383,0.6891455319262905
355,NEM,119.46076686190288,57.86966939994278,88.66521813092282,0.6946477859109854
153,EBF,155.42970760789783,75.272435415775,115.35107151183641,0.6948983753817815
306,LNN,133.1185506922159,64.46407963406222,98.79131516313906,0.6949443981465487
314,MARPS,153.86529994210386,74.50796552608752,114.1866327340957,0.6949791977911661
468,SENEA,109.28859846852373,52.64955067362737,80.96907457107555,0.6995145751008675
196,FL,162.90025691949427,78.25867397709717,120.57946544829572,0.7019568599654413
183,FCAP,160.43478368733545,77.0677862534701,118.75128497040278,0.7020302765956891
90,CBU,132.08485555987312,62.65079412416766,97.36782484202038,0.7131109434596331
44,AWR,123.02286907693242,58.30758369898172,90.66522638795708,0.7137828686494817
167,EPR,154.10889130691777,72.99371059256565,113.55130094974172,0.7143483168920631
552,USAP,107.11280833672245,50.56814963496071,78.84047898584159,0.7172033887809866
136,D,130.45640027237476,61.24391583120602,95.85015805179039,0.7220904571046342
20,AMRB,152.30656188908657,71.17933435293835,111.74294812101246,0.726016530799699
612,PGC,166.5600927635564,77.53238732782735,122.04624004569189,0.7294588133350008
383,OCFC,200.22348486518231,92.92707428043964,146.57527957281098,0.7320225545361719
361,NNN,151.01297351605635,69.7652624998824,110.38911800796937,0.7360119591707255
485,SMID,169.23044678825323,78.10671588430687,123.66858133628006,0.7368381679430961
544,UL,146.14388451780408,67.27925652126613,106.71157051953512,0.7390447691152725
116,COO,161.95891546547364,74.48605764551027,118.22248655549195,0.7399003384935983
540,UG,100.08434560634969,45.84431426674009,72.96432993654489,0.7433773651698122
357,NICK,149.8890677054106,68.57247065630344,109.23076918085702,0.7444477198038272
324,MDU,112.7402454384219,51.48943527119866,82.11484035481027,0.7459164494817797
22,AN,161.97910861560473,73.9524393867975,117.96577400120111,0.7462051597093828
26,AOS,151.63342070409303,69.1943482347404,110.41388446941671,0.7466368280176505
397,PAG,158.53419415702191,71.59914135134912,115.06666775418552,0.7555189917499854
484,SMG,125.52541511001894,56.475805082452936,91.00061009623593,0.7587818362376244
194,FISV,144.52335184880715,64.92329360879536,104.72332272880126,0.7600986691966372
191,FFIC,186.55903462571544,83.43324918896678,134.9961419073411,0.7639165385002804
400,PBT,103.38394438089189,46.2094022732126,74.79667332705225,0.7643995322850884
301,LECO,115.09782376261977,51.43244278348209,83.26513327305094,0.7646103293963407
218,GIS,129.31074763343508,57.71191495424264,93.51133129383886,0.7656701245564433
262,IEX,120.68311359145942,53.84780124369995,87.26545741757968,0.7658850858701333
223,GTY,152.23457743353416,67.90543625591107,110.07000684472261,0.7661409642373099
641,DHC,132.15043235621985,58.8155217622998,95.48297705925982,0.7680417269395156
105,CIA,138.8050024176006,61.75583234240099,100.2804173800008,0.7683371498468229
173,ESS,141.78684560581297,62.987276773404474,102.38706118960872,0.769624285694469
487,SPG,142.3905350073945,63.14688518904067,102.76871009821758,0.771087325535365
31,ARE,138.02889420698833,61.05936047313336,99.54412734006084,0.7732202370001502
582,WRE,162.3661173232474,71.76889541442057,117.06750636883399,0.7738887136058948
201,FOSL,163.81574705344798,72.24042893650339,118.02808799497569,0.7758773328670955
466,SCSC,136.14188278273426,59.99850511572592,98.07019394923009,0.7764171212552814
514,SYY,169.7742115312977,74.54265927348685,122.15843540239229,0.7795740993580693
83,CAH,198.2086209419134,87.02339757630718,142.61600925911029,0.779612498927807
613,PLPC,106.5315369477296,46.68938859787191,76.61046277280076,0.7811223974371244
596,ZNH,157.46402127804785,68.97839568027808,113.22120847916297,0.7815287152146455
376,NWLI,140.02394904911583,61.094317328432226,100.55913318877403,0.7849076381009911
180,FARM,193.88746332645457,84.47024676414266,139.1788550452986,0.7861626432168869
224,GVA,108.32880066621549,46.894099061325505,77.6114498637705,0.7915675034125097
609,FMBH,118.32924698438379,50.95512267001836,84.64218482720108,0.7959875380333247
483,SMBC,149.40097144749652,64.26978317399838,106.83537731074745,0.7968445510879859
244,HP,131.39622348165773,56.29069551588503,93.84345949877138,0.8003277838106128
638,BMRC,142.1945270883596,60.892663090544886,101.54359508945224,0.80065969622401
328,MGEE,139.7712384121319,59.7705256976092,99.77088205487055,0.8018442963200934
438,REG,153.3439363544357,65.19184309134607,109.26788972289089,0.8067520429528562
11,AIT,105.94991680977644,44.90660042761919,75.42825861869781,0.8092897476361108
283,K,135.86798154705963,57.496431642507304,96.68220659478347,0.8106098595062569
493,SRE,107.06126815797494,45.01665779540248,76.03896297668871,0.8159581342737866
454,RWT,222.78168098893298,93.43777481415472,158.10972790154386,0.8180641880259366
619,SKX,186.48487874367459,77.82033531114566,132.1526070274101,0.822265605475271
177,EXP,120.49154052932849,50.12211197851369,85.30682625392109,0.8248979787544295
285,KBH,230.61515287790084,95.5416353753298,163.0783941266153,0.828273532039437
12,AJG,185.35698691773496,76.75783236503328,131.0574096413841,0.8286380361847868
268,IRM,116.71452090077983,48.27981459012168,82.49716774545075,0.8295400700520648
469,SENEB,122.82012749764219,50.62817411701892,86.72415080733056,0.8324319432196858
249,HSY,153.0159792591697,63.05280209232353,108.03439067574662,0.8327272140300286
321,MCY,177.3754585579909,73.05348344596894,125.21447100197992,0.8331463150962192
274,JACK,115.9760771755967,47.72131603722496,81.84869660641083,0.8339138430828191
637,NKSH,135.3476441839102,55.5674545173995,95.45754935065486,0.8357661621234926
142,DEO,153.62396547030752,62.71617226215703,108.17006886623227,0.8404154139956309
193,FHI,181.6192288907698,73.98624217159728,127.80273553118354,0.8421806174321701
605,CVCY,148.87808128361038,60.04631077518432,104.46219602939735,0.8503724206930072
476,SIGI,144.29877415483637,57.878107908975316,101.08844103190584,0.8549015630638194
599,OPOF,158.0509239003787,63.16889421017119,110.60990905527495,0.8578076819753304
56,BDX,102.06011579818173,40.7736258658278,71.41687083200476,0.8581514314246458
488,SPH,135.48544499321972,54.102355601143245,94.79390029718148,0.8585266471464752
447,ROP,101.51759443527826,39.9501859796854,70.73389020748183,0.8704089125452993
154,ECL,127.64888571891322,50.156523340848835,88.90270452988102,0.8716535991547758
467,SEIC,162.7071375438806,63.93026935015639,113.31870344701849,0.8716731235802286
423,PSB,149.4039508558602,58.65121548555007,104.02758317070513,0.8723910774836371
539,UFPI,142.03780666640503,55.648450896871125,98.84312878163809,0.8740046661248779
65,BMTC,171.79056323590135,67.30507359821183,119.54781841705659,0.8740058247920478
554,UVSP,152.43197684438132,59.529866573653436,105.98092170901738,0.8765927751204236
579,WM,147.39093689256882,57.255510502844785,102.3232236977068,0.8808892364064962
477,SJI,105.093801995141,40.76736468859572,72.93058334186836,0.8820227997493123
382,O,152.36179937894804,58.98932090693344,105.67556014294074,0.8835768492328355
313,MAGS,188.20447680771787,72.84677546437052,130.5256261360442,0.8837935105793889
89,CBSH,145.93580471584966,56.47274797377024,101.20427634480995,0.8839849458265242
287,KFS,255.47376460397638,98.58139172109277,177.02757816253458,0.8862594998550778
267,IPAR,135.80312392364752,52.30916210677439,94.05614301521095,0.8877034411603538
537,UBP,152.31704599605632,58.55764546849157,105.43734573227394,0.8892427998485302
28,APD,148.40856285050594,56.97408132214896,102.69132208632746,0.8903817739486555
225,HA,132.33795161259368,50.728984365418064,91.53346798900587,0.8915751696087568
106,CIGI,168.92475364614265,64.60759556551426,116.76617460582845,0.8933850786220869
176,EXC,105.43045518962397,40.21878809267741,72.82462164115069,0.8954618043644967
335,MKL,135.59618753433116,51.63193369483642,93.61406061458379,0.8969192585842629
15,ALCO,160.7427417668489,60.976215961712555,110.85947886428073,0.8999368103405493
256,IBOC,183.10914450703692,68.73147304039918,125.92030877371805,0.9083337912725205
519,TFX,154.39824584216308,57.86554889247396,106.13189736731852,0.9095540487285654
517,TCBK,146.10764554088203,54.730613507765426,100.41912952432372,0.9099564242984508
451,RS,112.97452158239179,42.25941411731027,77.61696784985102,0.9110779437027087
358,NJR,121.51525692579366,45.1563674741352,83.33581219996444,0.9162794174062305
535,UBA,149.04408063613795,55.38146647650818,102.21277355632307,0.916349404294544
307,LOW,181.97801271087425,67.5684795754803,124.77324614317727,0.9169396218489743
521,THFF,137.77429037217647,51.111475004782335,94.4428826884794,0.9176214543689027
377,NWN,132.6335601327286,49.15963569922023,90.89659791597441,0.9183393696502522
490,SR,120.17800065186906,44.433663215470524,82.3058319336698,0.9202791060716187
117,COP,124.83201692990286,46.04184427245748,85.43693060118017,0.9222027535754782
404,PEAK,162.97468551755435,59.97572570595477,111.47520561175456,0.9239629498448648
573,WEC,124.79723871189042,45.86895818295969,85.33309844742504,0.9249433334189732
126,CSX,117.41733968447035,43.14106543828734,80.27920256137884,0.9252243654188494
495,SSD,152.82214144826625,56.096541249901286,104.45934134908377,0.9259641019095259
264,INDB,188.40162326435467,69.05907894165433,128.7303511030045,0.9270738664202629
392,OSIS,169.76503893510645,62.125638924711104,115.94533892990877,0.9283633219224575
96,CFR,146.93693880632287,53.77120566737085,100.35407223684686,0.9283702301494099
80,CAC,164.90842848484652,60.300076552594376,112.60425251872044,0.9289911312617702
235,HL,247.27272654264166,89.55570486075996,168.4142157017008,0.9364828320741865
545,UMBF,115.78878705171422,41.71925938952362,78.75402322061892,0.9405173809939167
300,LCII,167.88008540296855,60.240573199896275,114.0603293014324,0.9437068335881132
151,E,137.23337118364108,49.071548161795334,93.15245967271821,0.9464250684479341
85,CASY,127.65968528813585,45.55425478446134,86.60697003629859,0.9480233573494443
365,NRT,160.16893073022283,57.15173195279781,108.66033134151031,0.9480663044699413
13,AKR,139.09690428837948,49.451676546332145,94.27429041735581,0.9508979313997967
41,AUB,173.4663515634886,61.437755235665925,117.45205339957725,0.9538240761674576
139,DCO,171.12356808658723,60.5004828356282,115.81202546110771,0.9551951518895485
331,MHK,214.30260155422815,75.54021041780786,144.921405986018,0.9575009998854696
38,ATR,120.1356405742289,42.22649660262439,81.18106858842664,0.9596959651589438
232,HFWA,196.8280715944333,68.94680933624244,132.88744046533787,0.9623276798046779
215,GIL,133.03004133547088,46.58768433272352,89.8088628340972,0.9625147705347441
368,NSYS,226.96496456227305,79.40663222573396,153.1857983940035,0.9632637873976396
567,WABC,163.42356309050493,57.1405727760102,110.28206793325757,0.9637377345772744
123,CRVL,165.56583013519796,57.829164580441784,111.69749735781987,0.964539654900456
566,WAB,113.56121805275275,39.50339005862234,76.53230405568755,0.9676675608804796
474,SHW,124.38246447294068,42.69663560891235,83.53955004092651,0.9778102566270703
330,MGRC,116.87337731148124,39.95501295790085,78.41419513469104,0.9809239796628495
410,PII,227.55491429367146,77.27892961022744,152.41692195194946,0.9859534148762014
359,NKE,119.05013356435705,40.29178066022923,79.67095711229314,0.9885453339429696
561,VMI,128.21397350021851,43.387991227331355,85.80098236377493,0.9886364926831022
354,NEE,124.65405484589279,42.005958051749126,83.33000644882095,0.9918167574474377
441,RJF,139.88655937872616,47.08592207306449,93.48624072589533,0.9926662638810788
378,NWPX,129.30055076151092,43.48712728434286,86.3938390229269,0.9932817484172128
286,KEX,118.53028846499092,39.84161270420263,79.18595058459678,0.9937201634868644
6,ADM,114.45574298174375,38.28802467113676,76.37188382644025,0.9973266926831708
131,CVBF,180.96374069284158,60.3125877889265,120.63816424088404,1.0001076662854809
471,SFNC,146.66767881668628,48.72826900921658,97.69797391295143,1.002471247712193
631,MSVB,204.89487805611373,67.99531938037954,136.44509871824664,1.0033307166161092
432,RBCAA,126.14253833900595,41.82326065854205,83.982899498774,1.0040053175550911
419,PRG,124.99560184065915,41.405867507733305,83.20073467419623,1.0046754353823064
100,CHE,106.8988938686072,35.27426860654456,71.08658123757588,1.0075688549810629
557,VFC,147.79031540547197,48.51389100129603,98.152103203384,1.0114548864883945
592,WWW,137.33069680426755,45.00618325283039,91.16844002854897,1.012680632930937
241,HNRG,111.13413945876782,36.27406848898338,73.7041039738756,1.0156838891402649
538,UFCS,162.36107939642315,52.78009725459981,107.57058832551148,1.0186890659204015
186,FCNCA,159.71710605325043,51.91300500249834,105.81505552787439,1.018797377300943
626,BNS,138.85389563544905,45.13107894605748,91.99248729075326,1.0188094642247187
269,ITIC,127.89888370096256,41.541444822557125,84.72016426175983,1.0193256780237927
366,NSC,132.8635941266709,43.04984916997305,87.95672164832197,1.0211129209180947
348,MTRX,132.6259566742541,42.96869177434245,87.79732422429828,1.0211844801882768
189,FE,137.95255935645972,44.64076274266671,91.29666104956321,1.0220723906116984
388,OKE,148.23890305652841,47.90621047335408,98.07255676494125,1.0230455480389906
279,JEF,150.09822838471237,48.487081775101736,99.29265507990705,1.0233500809081775
9,AGCO,177.80285846453944,57.23409852840634,117.5184784964729,1.0259557601381961
127,CTBI,149.97625847544663,48.245915582533115,99.11108702898987,1.026427475900426
57,BFS,153.16638643516075,49.23838296542128,101.20238470029102,1.0269323571526532
226,HALL,101.30781622911502,32.53879235081384,66.92330428996443,1.0275796242866255
310,LTC,108.28831655533264,34.70867498831383,71.49849577182323,1.0291075465676542
281,JLL,166.88678833017468,53.47713217035663,110.18196025026566,1.0292942320341827
214,GIII,179.50737518484004,57.45585523997756,118.4816152124088,1.0301304529487865
550,UNP,147.30122306248822,46.561934407409005,96.93157873494862,1.03928245025847
293,KOSS,212.81903306871416,66.88970547945652,139.85436927408534,1.0434377441813538
197,FLIC,159.10977546413275,49.63795790547032,104.37386668480154,1.0488431734473935
318,MCK,148.0233280261347,45.93404313803763,96.97868558208616,1.0526981704828853
555,UVV,192.55028883787855,59.733967172098126,126.14212800498834,1.052910108354349
95,CERN,127.58345938580271,39.536236399370836,83.55984789258677,1.0537025282718737
